회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,전화번호,팩스번호,업종명,설립일,결산월,popup_id
(주)한컴지엠디  정보 더보기,Hancom GMD Inc.,한컴지엠디,077280,김현수  정보 더보기,기타법인,110111-1372236,229-81-25921,경기도 성남시 분당구 대왕판교로644번길 49 한컴타워,www.dawintech.com,,031-622-6111,031-622-6112,소프트웨어 개발 및 공급업,1997-01-30,12월,00473400
(주)아이엠라이프생명보험  정보 더보기,"DGB Life Insurance Co., Ltd.",아이엠라이프생명보험,,김성한  정보 더보기,기타법인,180111-0078443,604-81-13363,부산광역시 동구 중앙대로361번길 14,www.dgbfnlife.com,,1588-4770,02-2087-9358,생명 보험업,1988-02-22,12월,00124063
현대정보기술(주),"Hyundai Information Technology Co.,Ltd",현대정보기술,026180,김경엽  정보 더보기,기타법인,110111-0628078,101-81-35607,서울특별시 금천구 가산디지털2로 179 롯데센터,www.hit.co.kr,,02-2626-6000,02 -2129-4598,컴퓨터시스템 통합 자문 및 구축 서비스업,1989-05-15,12월,00200956
(주)씨그널엔터테인먼트그룹  정보 더보기,Signal Entertainment Group Corp.,씨그널엔터테인먼트그룹,099830,김정상  정보 더보기,기타법인,110111-0744139,211-81-61514,"서울특별시 성동구 성수이로 89 9층(성수동2가,엠지빌딩)",www.signal-ent.com,,02-2038-8882,02-3472-8883,"영화, 비디오물, 방송프로그램 제작 및 배급업",1991-01-18,12월,00232496
주식회사 모헤닉게라지스,MOHENIC GARAGES,모헤닉게라지스,,김태성,기타법인,284911-0130713,141-81-43497,"전라남도 영암군 삼호읍 용당로 358 (용당리, (주)모헤닉게라지스)",,,031-945-5514,,내연기관 승용차 및 기타 여객용 자동차 제조업,2014-09-10,12월,01185593
(주)에스에스지닷컴  정보 더보기,SSG.COM Corp.,에스에스지닷컴,,이인영  정보 더보기,기타법인,110111-6968436,870-88-01143,"서울특별시 강남구 테헤란로 231 (역삼동, 센터필드)",,http://company.ssg.com,1577-3419,02-317-9699,무점포 소매업,2018-12-27,12월,01346404
삼환기업(주)  정보 더보기,SAMWHAN CORPORATION,삼환기업,000360,유창훈  정보 더보기,기타법인,110111-0020307,101-81-00452,"서울특별시 서대문구 신촌역로 30 (신촌동, 신촌민자역사), 2층",www.samwhan.co.kr,,02-740-2221,02-740-2299,도로 건설업,1946-03-15,12월,00129411
(주)자비스,"XAVIS CO., Ltd.",자비스,230400,김형철,기타법인,135811-0080712,135-81-53554,"경기도 성남시 중원구 사기막골로 177, 619(상대원동, 금강하이테크밸리)",www.xavis.co.kr,,031-740-3800,031-740-3801,의료용 기기 제조업,2002-04-06,12월,00921475
(주)에스와이제이,"SYJ Co., Ltd.",에스와이제이,251540,김소영,기타법인,120111-0703597,122-86-38794,"서울특별시 금천구 가산디지털1로 119 에이동 301호-307호(가산동, 에스케이트윈타워)",syj.biz,,070-8766-3228,,봉제의복 제조업,2014-04-04,12월,01117495
주식회사 센트롤,SENTROL Inc.,센트롤,,최성환,기타법인,110111-5127546,119-86-71384,"서울특별시 금천구 벚꽃로 278 1513호(가산동, SJ테크노빌)",www.sentrol.net,,02-3397-5826,02-3397-5801,그 외 기타 분류 안된 금속 가공 제품 제조업,2013-05-03,12월,01248281
에스케이제3호기업인수목적(주)  정보 더보기,"SK NO.3 SPECIAL PURPOSE ACQUISITION CO., LTD.",에스케이제3호기업인수목적,232330,이지영,기타법인,110111-5874072,113-88-00264,"서울특별시 영등포구 국제금융로8길 31 여의도동, 에스케이증권빌딩",,,02-3773-8373,0237738301,금융 지원 서비스업,2015-10-28,12월,01111570
(주)엔에스스튜디오,NS STUDIO,엔에스스튜디오,,윤상규,기타법인,110111-4691683,120-87-73389,경기도 성남시 분당구 성남대로926번길 10 (야탑동),www.nsstudio.co.kr,,031-697-8690,031-697-8720,게임 소프트웨어 개발 및 공급업,2011-09-21,12월,01076037
(주)엔케이맥스,"NKMAX Co.,Ltd.",엔케이맥스,262760,조용환  정보 더보기,기타법인,131111-0434149,141-81-46932,"경기도 성남시 분당구 돌마로 172 (정자동, 분당서울대학교",www.nkmax.com,,031-603-9219,031-603-0040,합성의약품 및 기타 완제 의약품 제조업,2016-01-06,12월,01212383
(주)씨앤케이인터내셔널  정보 더보기,"CNK INTERNATIONAL CO., LTD",씨앤케이인터내셔널,039530,오덕균  정보 더보기,기타법인,110111-0676811,211-86-06874,경상북도 의성군 다인면 가원농공길 92 -,www.cnkinternational.co.kr,,02-764-7508,02-571-9510,비철금속 광업,1990-02-19,12월,00252755
줌인터넷(주)  정보 더보기,ZUM internet Corp.,줌인터넷,229480,김우승  정보 더보기,기타법인,110111-4113273,120-87-40888,"서울특별시 서초구 반포대로 3, 7층 (서초동, 이스트빌딩)",www.zuminternet.com,,02-583-4640,02-583-6018,포털 및 기타 인터넷 정보매개 서비스업,2009-06-10,12월,01095397
(주)인프라웨어테크놀러지  정보 더보기,"INFRAWARE TECHNOLOGY, INC",인프라웨어테크놀러지,247300,엄태철,기타법인,110111-3676404,109-86-08147,서울특별시 금천구 가산디지털1로 19대륭테크노타운18차 20층,www.infrawaretech.com,,02-6003-8800,02-535-0534,응용 소프트웨어 개발 및 공급업,2007-05-10,12월,01113277
대신밸런스제4호기업인수목적(주)  정보 더보기,"Daishin Balance 4th Special Purpose Acquisition Co., Ltd.",대신밸런스제4호기업인수목적,262830,임병완  정보 더보기,기타법인,110111-6277176,135-88-00551,서울특별시 중구 삼일대로 343,,,02-769-3635,,그 외 기타 금융 지원 서비스업,2017-01-02,12월,01194759
경기도시공사,Gyeonggi Urban Innovation Corporation,경기도시공사,,김용학  정보 더보기,기타법인,130171-0000052,124-82-08978,경기도 수원시 권선구 권중로 46,www.gico.or.kr,,1588-0466,031-220-3129,종합 건설업,1997-11-28,12월,00858373
미래에셋대우기업인수목적1호(주)  정보 더보기,"MIRAE ASSET DAEWOO SPECIAL PURPOSE ACQUISITION 1 CO., LTD.",미래에셋대우기업인수목적1호,265480,장병태,기타법인,110111-6319142,524-87-00545,서울특별시 중구 을지로5길 26 미래에셋센터원빌딩 동관,없음,,02-3774-7171,02-3774-8399,금융 지원 서비스업,2017-02-15,12월,01199985
주식회사 아이엘사이언스,"IL SCIENCE CO.,LTD.",아이엘사이언스,122050,송성근,기타법인,131111-0221637,129-86-28128,경기도 성남시 중원구 마지로 123-1 아이엘밸리,www.ilscience.co.kr/ko/,www.ilscience.co.kr,031-757-5100,031-624-5097,일반용 전기 조명장치 제조업,2008-11-26,12월,01181940
(주)세왕  정보 더보기,"SEUNGHWA CO., LTD.",세왕,111610,신항묵  정보 더보기,기타법인,110111-3409136,104-81-99648,서울특별시 송파구 거마로 79 승화빌딩,www.seunghwa.co.kr,,02-2277-7635,02-2043-7313,전문직별 공사업,2006-02-28,12월,00609254
(주)보루네오가구  정보 더보기,"BORNEO INTERNATIONAL FURNITURE CO.,LTD",보루네오가구,004740,김삼기  정보 더보기,기타법인,120111-0004599,139-81-00705,인천광역시 남동구 논고개로 101 아름다운타워,www.bif.co.kr,,032-420-8500,032-420-8591,기타 목재가구 제조업,1966-09-03,12월,00123152
대구도시공사,Daegu Urban Development Co,대구도시공사,,이종덕  정보 더보기,기타법인,170171-0000450,504-82-06254,대구광역시 북구 침산로 73,www.duco.or.kr,,053-350-0262,053-350-0391,종합 건설업,1988-08-17,12월,00856728
(주)사조해표  정보 더보기,SAJOHAEPYO Corporation,사조해표,079660,김상훈  정보 더보기,기타법인,110111-3076779,105-86-70770,"서울특별시 서초구 남부순환로 2159 (방배동,3층)",www.sajohp.com,,02-2007-3112,02-2007-3277,기타 식품 제조업,2004-09-01,12월,00503899
한마음금융 주식회사  정보 더보기,"Microfinance & Badbank Harmony Co.,Ltd",한마음금융,,양기영  정보 더보기,기타법인,110111-3008269,220-86-84627,서울특별시 강남구 강남대로 450 한국자산관리공사 중소기업인지원부,www.badbank.or.kr,,02-3420-5609,,지주회사,2004-05-17,12월,00515283
한화수성기업인수목적(주)  정보 더보기,"Hanwha Susung Special Purpose Acquisition CO,.LTD",한화수성기업인수목적,265920,홍진우,기타법인,110111-6331625,598-86-00781,서울특별시 영등포구 여의대로 56 한화투자증권빌딩 10층,,,02-3772-7318,,그 외 기타 금융 지원 서비스업,2017-02-28,12월,01201581
(주)알로이스  정보 더보기,ALOYS Inc.,알로이스,271400,권충식,기타법인,131111-0423663,398-81-00172,경기도 성남시 중원구 양현로405번길 4-5 3층,www.aloys.co.kr,,07086805501,031-709-0262,방송장비 제조업,2015-09-21,12월,01194892
한화에이스기업인수목적3호(주)  정보 더보기,"Hanwha Ace Special Purpose Acquisition 3rd Co., LTD.",한화에이스기업인수목적3호,264290,장승훈,기타법인,110111-6304911,305-88-00596,서울특별시 영등포구 여의대로 56 한화투자증권 10층,hanwha-ace-spac3.co.kr,,02-3772-7762,,금융 지원 서비스업,2017-02-01,12월,01197428
세종머티리얼즈(주)  정보 더보기,"Sejong Materials Co., Ltd.",세종머티리얼즈,135270,성재복,기타법인,110111-1956973,108-81-21915,"경기도 안산시 단원구 성곡로 112 (성곡동, 반월공단 604블럭29롯트)",www.sejongmaterials.co.kr,,031-491-1850,031-508-1864,1차 비철금속 제조업,2000-04-29,12월,00619020
(주)포인트엔지니어링,"POINT ENGINEERING Co.,Ltd.",포인트엔지니어링,176560,안범모,기타법인,120111-0170978,137-81-20438,충청남도 아산시 둔포면 아산밸리로 89,www.pointeng.co.kr,,041-546-5131,041-546-5331,기타 금속 가공제품 제조업,1998-05-21,12월,00580180
주식회사 우진엔지니어링,"WOOJIN E.N.G CO.,LTD.",우진엔지니어링,,박관래,기타법인,280111-0084457,127-86-07559,경기도 화성시 향남읍 장안로 781-29 (상신리),,,031-861-6061,031-864-6063,"알루미늄 제련, 정련 및 합금 제조업",2007-11-30,12월,00867469
소프트캠프(주)  정보 더보기,"SOFTCAMP CO., LTD",소프트캠프,210610,배환국,기타법인,110111-1735880,108-81-17861,경기도 과천시 삼부골로 26 2층,www.softcamp.co.kr,,031-697-4500,02-3420-4395,응용 소프트웨어 개발 및 공급업,1999-07-15,12월,00656340
주식회사 넥스피안  정보 더보기,NEXPIAN,넥스피안,079560,강석우  정보 더보기,기타법인,110111-2332221,119-81-50730,경기도 화성시 반월남길62번길 26-13 (반월동),www.nexpian.co.kr,,070-7492-2032,031-224-8635,기타 전자부품 제조업,2001-09-13,12월,00481223
한국제5호기업인수목적(주)  정보 더보기,"Korea No.5 Special Purpose Acquisition Company Co., LTD.",한국제5호기업인수목적,271740,김정현,기타법인,110111-6395902,229-87-00602,"서울특별시 영등포구 의사당대로 88 (여의도동, 한국투자증권빌딩) 5층",,,02-3276-5766,02-3276-5833,그 외 기타 금융 지원 서비스업,2017-05-10,12월,01234525
(주)지씨진천  정보 더보기,"GCjincheon co,. ltd",지씨진천,,서상현  정보 더보기,기타법인,134811-0098352,124-86-24210,"충청북도 진천군 진천읍 송강로 783-51 (지암리, 아트밸리C.C)",www.golfzoncounty.com,,043-531-3056,043-533-1108,골프장 운영업,2004-09-06,12월,00589400
트러스와이제7호위탁관리부동산투자회사  정보 더보기,"TRUS Y 7 REIT CO., Ltd.",트러스와이제7호위탁관리부동산투자회사,140890,김종수  정보 더보기,기타법인,110111-4547357,117-81-75507,서울특별시 양천구 목동동로 233-3,,,02-785-8920,,비주거용 건물 임대업,2011-03-03,04월,00865382
(주)엠비지,MBG Inc,엠비지,,임동표,기타법인,160111-0265797,305-86-00608,"대전광역시 서구 둔산로123번길 43 (둔산동, KD빌딩)9층",www.mbg-word.com,,042-626-8005,070-7842-8055,기타 가정용 전기기기 제조업,2009-10-01,12월,01252567
도레이케미칼(주)  정보 더보기,Toray Chemical Korea Inc.,도레이케미칼,008000,"이영관, 이쥬인 히데키(Ijuin Hideki), 임희석(공동 대표이사 3인)  정보 더보기",기타법인,174811-0000151,515-81-00097,경상북도 구미시 구미대로 102,www.toray-tck.com,,054-469-4114,02-3279-7062,합성섬유 제조업,1972-07-01,03월,00148717
케이엠제약(주),"KM PHARMACY CO.,LTD.",케이엠제약,237720,강일모,기타법인,110111-2201799,108-81-29222,경기도 평택시 포승읍 평택항로268번길 121,www.kmkmp.com,,02-3477-8422,02-3477-8423,"치약, 비누 및 기타 세제 제조업",2001-06-01,03월,01090921
덴소코리아주식회사  정보 더보기,DENSOKOREAAUTOMOTIVECORPORATION,덴소코리아,047060,김경섭  정보 더보기,기타법인,194211-0000141,609-81-01877,경상남도 창원시 성산구 웅남로 630 (성산동),www.densops.co.kr,,055-600-9553,055-600-9516,자동차 및 트레일러 제조업,2000-08-01,03월,00334244
동부제4호기업인수목적주식회사,"Dongbu 4th Special Purpose Acquisition Co.,Ltd.",동부제4호기업인수목적,230490,방경환,기타법인,110111-5863405,376-87-00266,서울특별시 영등포구 국제금융로8길 32 동부증권,,,02-369-3970,02-761-2305,금융 지원 서비스업,2015-10-16,12월,01109186
키움 제4호 기업인수목적 주식회사  정보 더보기,Kiwoom No.4 Special Purpose Acquisition Company,키움제4호기업인수목적,226850,안태형  정보 더보기,기타법인,110111-5806166,603-88-00210,"서울특별시 영등포구 여의나루로4길 18(여의도동, 키움파이낸스스퀘어빌딩)",,,02-3787-5053,02-3787-5142,그 외 기타 금융 지원 서비스업,2015-08-11,12월,01102800
(주)위너지스  정보 더보기,"WINERGYS Co., Ltd",위너지스,026260,최재훈  정보 더보기,기타법인,134111-0031273,138-81-00231,"서울특별시 강남구 언주로 428 (역삼동, 아비스타RandD센터) 11층",www.catea.info/kr,,02-558-3921,02-558-3924,상품 종합 도매업,1990-06-27,12월,00207223
하림홀딩스  정보 더보기,"HARIM HOLDINGS CO.,LTD.",하림홀딩스,024660,김홍국  정보 더보기,기타법인,215011-0001021,403-81-05746,전라북도 익산시 망성면 망성로 14,www.harimgroup.com,,02-6296-2934,031-625-1582,지주회사,1990-10-11,12월,00156044
케이비제9호기업인수목적(주)  정보 더보기,KB No.9 Special Purpose Acquisition Company,케이비제9호기업인수목적,232270,최웅,기타법인,110111-5871515,793-86-00294,"서울특별시 양천구 목동동로 293, 2304호 (목동, 현대41타워)",없음,,0226551271,02-2655-1272,금융 지원 서비스업,2015-10-26,12월,01111020
완리인터내셔널홀딩스,WANLI INTERNATIONAL HOLDINGS LIMITED,완리인터내셔널홀딩스,900180,우뤠이비아오,기타법인,,1253404,홍콩 센트럴 코넛플레이스 1번지 자덴하우스 32층 3201호,www.wanlitiles.com,,86-139-6039-7789,86-595-85887876,지주회사,2008-07-04,12월,00842327
차이나하오란리사이클링유한공사  정보 더보기,"China Hao Ran Recycling Co., Ltd.",차이나하오란리사이클링유한공사,900090,장하오롱  정보 더보기,기타법인,,508-99-85300007096,"Unit 3201, 32nd Floor Jardine House 1 Connaught Place Central Hong Kong",www.xinhaopaper.com,,86-510-8611-8800,,지주회사,2009-07-15,12월,00790121
케이피지엠 주식회사,KPGM,케이피지엠,,김승학  정보 더보기,기타법인,214911-0016090,403-81-26469,전라북도 익산시 웅포면 강변로 130,,,01027915997,063-861-2600,골프장 운영업,2001-07-19,12월,00436676
디케이씨(주)  정보 더보기,"DKC Co., Ltd.",디케이씨,047440,정준기  정보 더보기,기타법인,135111-0039820,123-81-34118,경상북도 칠곡군 왜관읍 공단로5길 18-24,www.raygen.co.kr,,0316501484,0316501484,액정 표시장치 제조업,1994-04-26,12월,00324104
(주)심팩메탈  정보 더보기,"SIMPAC METAL Co., Ltd.",심팩메탈,090730,"최진식, 송효석  정보 더보기",기타법인,110111-0027402,116-81-21600,경상북도 포항시 남구 괴동로 153,www.simpacmetal.com,,054-271-8700,054-271-8778,합금철 제조업,1959-09-28,12월,00163789
아이이(주)  정보 더보기,IE Limited,아이이,023430,최성원  정보 더보기,기타법인,110111-0370439,214-81-04910,서울특별시 강남구 영동대로85길 20-7 (대치동)우협빌딩 5층 553호,www.ieholdings.com/,,02-556-7115,556-7118,기타 전문 도매업,1984-03-20,12월,00100717
